"Attribute Type","Type Description","Architecture flag","Visible","Important","Required","Code","Code Label","Code Description","External Link","Group","Sort Order",Architecture Code,Badge Url,Highlight Style,Allow Multiple Codes,"Hide on Submission","Default Code"
DI2ELEVEL,DI2E Evaluation Level,FALSE,TRUE,TRUE,TRUE,LEVEL3,Level 3 - Reference Implementation,"Asset has been determined to be reusable and interoperable, appropriately documented, and conformant to applicable DI2E Framework specifications and standards and is integrated into the DI2E Reference Ecosystem.",,LEVEL,6,,,success,FALSE
DI2ESTATE,DI2E State,FALSE,TRUE,TRUE,TRUE,DI2ECAN,DI2E Candidate,Component is considered as a potential reuse candidate but has not completed the DI2E Framework Evaluation Process.,,,,,,warning,FALSE
DI2ESTATE,DI2E State,FALSE,TRUE,TRUE,TRUE,DI2ECOM,DI2E Component,Component has been through the DI2E Evaluation Process and determined to be reusable and interoperable,,,,,,success,FALSE
DI2ESTATE,DI2E State,FALSE,TRUE,TRUE,TRUE,NOTREUSE,Not DI2E Reusable,"Component was evaluated and determined to not support reusability, is not interoperable, or does not conform to DI2E standards and specifications",,,,,,danger,FALSE
DI2ESTATE,DI2E State,FALSE,TRUE,TRUE,TRUE,NOTEVAL,Not Evaluated,Evaluation has not started,,,,,,,FALSE
DI2ESTATE,DI2E State,FALSE,TRUE,TRUE,TRUE,OBSOLETE,Obsolete,"Component has been retired, superseded, or is generally considered not reusable by DI2E",,,,,,danger,FALSE
DI2EINTENT,DI2E Intent,FALSE,TRUE,TRUE,TRUE,PEND,Evaluation Not Started,,,,,,,warning,FALSE
DI2EINTENT,DI2E Intent,FALSE,TRUE,TRUE,TRUE,NOEVAL,No Evaluation Planned,,,,,,,,FALSE
DI2EINTENT,DI2E Intent,FALSE,TRUE,TRUE,TRUE,INPROG,Evaluation In Progress,,,,,,,info,FALSE
DI2EINTENT,DI2E Intent,FALSE,TRUE,TRUE,TRUE,COMPLETE,Evaluation Complete,,,,,,,success,FALSE
DI2EINTENT,DI2E Intent,FALSE,TRUE,TRUE,TRUE,SUSPENDED,"Evaluation Suspended, No Further Evaluation Planned",,,,,,,danger,FALSE
"FUNDED","Funded","false","false","false","false","Y","Yes","",
"FUNDED","Funded","false","false","false","false","N","No","",
"ITAR","ITAR Exportable","false","false","false","false","Y","Yes","",
"ITAR","ITAR Exportable","false","false","false","false","N","No","",
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","1","1 Customer Services",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","1.1","1.1 Customer Relationship Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","1.2","1.2 Customer Preferences",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","1.3","1.3 Customer Initiated Assistance",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","2","2 Process Automation Services",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","2.1","2.1 Tracking and Workflow",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","2.2","2.2 Routing and Scheduling",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","3","3 Business Management Services",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","3.1","3.1 Management of Process",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","3.2","3.2 Organizational Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","3.3","3.3 Investment Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","3.4","3.4 Supply Chain Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4","4 Digital Asset Services",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4.1","4.1 Analysis and Statistics",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4.2","4.2 Mission Performance",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4.3","4.3 Visualization",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4.4","4.4 Knowledge Discovery",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4.5","4.5 Business Intelligence",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","4.6","4.6 Reporting",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5","5 Back Office Services",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5.1","5.1 Data Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5.2","5.2 Human Resources",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5.3","5.3 Financial Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5.4","5.4 Asset / Materials Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5.5","5.5 Development and Integration",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","5.6","5.6 Human Capital / Workforce Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6","6 Support Services",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.1","6.1 Security Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.2","6.2 Collaboration",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.3","6.3 Search",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.4","6.4 Communication",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.5","6.5 System Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.6","6.6 Forms Management",,
"JARALIGNMENT","JARM ESL Alignment","true","false","true","false","6.7","6.7 Service Management",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1","1 Force Support",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1","1.1 Force Management",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.1","1.1.1 Global Force Management",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.1.1","1.1.1.1 Apportionment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.1.2","1.1.1.2 Assignment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.1.3","1.1.1.3 Allocation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.1.4","1.1.1.4 Readiness Reporting",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.2","1.1.2 Force Configuration",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.1.3","1.1.3 Global Posture Execution",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2","1.2 Force Preparation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.1","1.2.1 Training",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.2","1.2.2 Exercising",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.3","1.2.3 Educating",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.3.1","1.2.3.1 Professional Military Education",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.3.2","1.2.3.2 Civilian Education",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.4","1.2.4 Doctrine",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.5","1.2.5 Lessons Learned",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.6","1.2.6 Concepts",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.2.7","1.2.7 Experimentation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3","1.3 Human Capital Management",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.1","1.3.1 Personnel and Family Support",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.1.1","1.3.1.1 Community Support",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.1.2","1.3.1.2 Casualty Assistance",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.1.3","1.3.1.3 Mortuary Affairs",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.1.4","1.3.1.4 Wounded, ill and Injured Support",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.2","1.3.2 Personnel Management",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.2.1","1.3.2.1 Manning",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.2.2","1.3.2.2 Compensation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.2.3","1.3.2.3 Disability Evaluation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.3.2.4","1.3.2.4 Personnel Accountability",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4","1.4 Health Readiness",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1","1.4.1 Force Health Protection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.1","1.4.1.1 Human Performance Enhancement",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.2","1.4.1.2 Medical Surveillance / Epidemiology",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.3","1.4.1.3 Preventive Medicine",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.4","1.4.1.4 In-transit Care",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.4.1","1.4.1.4.1 In-Transit Care within a Joint Operational Area Intra-Theater",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.4.2","1.4.1.4.2 In-Transit Care Outside a Joint Operational Area Inter-Theater",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.5","1.4.1.5 Casualty Management",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.5.1","1.4.1.5.1 Biomedical Support",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.1.5.2","1.4.1.5.2 Ocular Health",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.2","1.4.2 Health Care Delivery",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.2.1","1.4.2.1 Comprehensive Care Delivery in Military Facilities",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.2.2","1.4.2.2 Comprehensive Care Delivery via the Network of Civilian Providers",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","1.4.3","1.4.3 Health Service Support",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2","2 Battlespace Awareness",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1","2.1 Intelligence, Surveillance and Reconnaissance",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.1","2.1.1 Intelligence, Surveillance and Reconnaissance Planning & Direction",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.1.1","2.1.1.1 Define and Prioritize Intelligence, Surveillance and Reconnaissance Requirements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.1.2","2.1.1.2 Develop a Collection Strategy",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.1.3","2.1.1.3 Task and Monitor Collection, Processing, Exploitation and Dissemination Resources",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.1.4","2.1.1.4 Intelligence, Surveillance and Reconnaissance Evaluation  Evaluation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2","2.1.2 Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.1","2.1.2.1 Signals Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.1.1","2.1.2.1.1 Communications Signals Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.1.2","2.1.2.1.2 Electronic Emissions Signals Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.1.3","2.1.2.1.3 Foreign Instrumentation Signals Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.2","2.1.2.2 Computer Network Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3","2.1.2.3 Imagery Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.1","2.1.2.3.1 Electro-Optical Imagery Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.1.1","2.1.2.3.1.1 Panchronatic Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.1.2","2.1.2.3.1.2 Infrared Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.1.3","2.1.2.3.1.3 Ultraviolet Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.1.4","2.1.2.3.1.4 Specttral Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.1.5","2.1.2.3.1.5 Light Detection and Ranging Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.3.2","2.1.2.3.2 RADAR Imagery Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4","2.1.2.4 Measurements and Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4.1","2.1.2.4.1 Electro-Optical Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4.2","2.1.2.4.2 Radar Measurements and Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4.3","2.1.2.4.3 Geophysical Measurements & Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4.4","2.1.2.4.4 Radio-Frequency Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4.5","2.1.2.4.5 Chemical / Biological Materials Measurements and Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.4.6","2.1.2.4.6 Nuclear Radiation Measurements and Signatures Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5","2.1.2.5 Human Intelligence, Surveillance and Reconnaissance Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5.1","2.1.2.5.1 Interrogation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5.2","2.1.2.5.2 Source Operations",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5.3","2.1.2.5.3 Debriefing",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5.4","2.1.2.5.4 Ground Reconnaissance",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5.5","2.1.2.5.5 Biometrics Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.2.5.6","2.1.2.5.6 Media Collection",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.3","2.1.3 Processing / Exploitation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.3.1","2.1.3.1 Data Transformation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.3.2","2.1.3.2 Objective / Target Categorization",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.4","2.1.4 Analysis and Production",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.4.1","2.1.4.1 Intelligence, Surveillance and Reconnaissance Analysis Integration",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.4.2","2.1.4.2 Intelligence Evaluation and Interpretation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.4.3","2.1.4.3 Intelligence, Surveillance and Reconnaissance Product Generation",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.5","2.1.5 Intelligence, Surveillance and Reconnaissance Dissemination",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.5.1","2.1.5.1 Real-Time Intelligence, Surveillance and Reconnaissance Data Transmission",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.1.5.2","2.1.5.2 Intelligence, Surveillance and Reconnaissance Data Access",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2","2.2 Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1","2.2.1 Collect",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.1","2.2.1.1 Collect Land Environmental Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.2","2.2.1.2 Collect Ocean Environmental Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.3","2.2.1.3 Collect Hydrographic Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.4","2.2.1.4 Collect Bathymetric Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.5","2.2.1.5 Collect Astrometry Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.6","2.2.1.6 Collect Atmospheric Environmental Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.1.7","2.2.1.7 Collect Space Environmental Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2","2.2.2 Analyze",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2.1","2.2.2.1 Analyze Land Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2.2","2.2.2.2 Analyze Ocean Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2.3","2.2.2.3 Analyze Hydrographic Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2.4","2.2.2.4 Analyze Bathymetric Measurements",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2.5","2.2.2.5 Analyze Atmospheric Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.2.6","2.2.2.6 Analyze Space Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.3","2.2.3 Predict",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.3.1","2.2.3.1 Predict Land Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.3.2","2.2.3.2 Predict Ocean Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.3.3","2.2.3.3 Predict Atmospheric Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.3.4","2.2.3.4 Predict Space Environment",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.4","2.2.4 Exploit",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.4.1","2.2.4.1 Determine Environmental Impacts",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.4.2","2.2.4.2 Assess Environmental Effects",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","2.2.4.3","2.2.4.3 Produce Environmental Decision Aids",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3","3 Force Application",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1","3.1 Maneuver",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1","3.1.1 Maneuver to Engage (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.1","3.1.1.1 Air (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.2","3.1.1.2 Space (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.3","3.1.1.3 Land (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.4","3.1.1.4 Maritime (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.5","3.1.1.5 Underground (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.6","3.1.1.6 Underwater (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.1.7","3.1.1.7 Cyberspace (MTE)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2","3.1.2 Maneuver to Insert (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.1","3.1.2.1 Air (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.2","3.1.2.2 Space (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.3","3.1.2.3 Land (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.4","3.1.2.4 Maritime (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.5","3.1.2.5 Underground (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.6","3.1.2.6 Underwater (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.2.7","3.1.2.7 Cyberspace (MTI)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3","3.1.3 Maneuver to Influence (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.1","3.1.3.1 Air (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.2","3.1.3.2 Space (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.3","3.1.3.3 Land (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.4","3.1.3.4 Maritime (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.5","3.1.3.5 Underground (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.6","3.1.3.6 Underwater (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.3.7","3.1.3.7 Cyberspace (MTInfl)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4","3.1.4 Maneuver to Secure (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.1","3.1.4.1 Air (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.2","3.1.4.2 Space (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.3","3.1.4.3 Land (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.3.1","3.1.4.3.1 Populations (MTSL)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.3.2","3.1.4.3.2 Infrastructure (MTSL)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.3.3","3.1.4.3.3 Resources (MTSL)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.4","3.1.4.4 Maritime (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.5","3.1.4.5 Underground (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.6","3.1.4.6 Underwater (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.1.4.7","3.1.4.7 Cyberspace (MTS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2","3.2 Engagement",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1","3.2.1 Kinetic Means",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1","3.2.1.1 Fixed Target (EK)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1","3.2.1.1.1 Surface (EKF)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.1","3.2.1.1.1.1 Point (EKFS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.1.1","3.2.1.1.1.1.1 Hardened (EKFSP)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.1.2","3.2.1.1.1.1.2 Soft (EKFSP)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.1.3","3.2.1.1.1.1.3 Chemical, Biological, Radiological and Nuclear (EKFSP)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.2","3.2.1.1.1.2 Area (EKFS)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.2.1","3.2.1.1.1.2.1 Hardened (EKFSA)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.1.2.2","3.2.1.1.1.2.2 Soft (EKFSA)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.2","3.2.1.1.2 Underground (EKF)",,
"JCAALIGNMENT","JCA Alignment","true","false","true","false","3.2.1.1.2.1","3.2.1.1.2.1 Hardened (EKFU)",,
